"name[Blue Spice], eatType[coffee shop], area[city centre]"	Blue Spice is a coffee shop located in the city centre.
"name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]"	The Punter is an indian restaurant located near Express by Holiday Inn in the riverside area. It is child friendly and has a customer rating of 1 out of 5 and a high price range.
"name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]"	The Punter is an indian restaurant located near Express by Holiday Inn in the city centre. It is not child friendly and has an average customer rating.
"name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]"	The Punter is an indian restaurant located near Express by Holiday Inn in the city centre. It is child friendly and has an average customer rating.
"name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]"	The Punter is an indian restaurant located near Express by Holiday Inn in the riverside area. It is not child friendly and has an average customer rating.
"name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]"	The Punter is an indian restaurant with a high price range. It is located near Express by Holiday Inn in the riverside area. It is children friendly and has an average customer rating.
"name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Express by Holiday Inn]"	"The Punter is an indian restaurant with a price range less than £20. It is located in the city centre, near Express by Holiday Inn. It is not family-friendly and has a low customer rating."
"name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]"	"The Punter is an indian restaurant with a price range less than £20. It is located in the city centre, near Express by Holiday Inn. It is family-friendly and has a low customer rating."
"name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Express by Holiday Inn]"	The Punter is an indian restaurant with a price range less than £20. It is located in the riverside. It is near Express by Holiday Inn. It is not family friendly and has a low customer rating.
"name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]"	The Punter is a family friendly indian restaurant with a price range less than £20. It is located in the riverside area near Express by Holiday Inn. It has a low customer rating.
"name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]"	The Punter is an indian restaurant located in the city centre near Express by Holiday Inn. It is not kid friendly and has a customer rating of 1 out of 5.
"name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]"	The Punter is an indian restaurant with a moderate price range. It is located in the city centre near Express by Holiday Inn. It is kid friendly and has a customer rating of 1 out of 5.
"name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]"	The Punter is a moderately priced indian restaurant located in the riverside area near Express by Holiday Inn. It has a customer rating of 1 out of 5 and is not kid friendly.
"name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]"	The Punter is an indian restaurant with a moderate price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5 and is kid friendly.
"name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]"	The Punter is an indian restaurant located in the city centre near Express by Holiday Inn. It is not kid friendly and has a moderate price range and a customer rating of 3 out of 5.
"name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]"	The Punter is an indian restaurant with a moderate price range. It is located in the city centre near Express by Holiday Inn. It is kid friendly and has a customer rating of 3 out of 5.
"name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]"	The Punter is an indian restaurant located near Express by Holiday Inn in the riverside area. It has a moderate price range and a customer rating of 3 out of 5.
"name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]"	The Punter is an indian restaurant with a moderate price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 3 out of 5 and is kid friendly.
"name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]"	The Punter is an indian restaurant located in the city centre near Express by Holiday Inn. It has a high customer rating and is not child friendly and has a price range of more than £30.
"name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]"	The Punter is an indian restaurant located in the city centre near Express by Holiday Inn. It has a high customer rating and is children friendly and has a price range of more than £30.
"name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]"	The Punter is an indian restaurant located near Express by Holiday Inn in the riverside area. It has a high customer rating and a price range of more than £30 and is not child friendly.
"name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]"	The Punter is an indian restaurant with a high customer rating. It is located in the riverside area near Express by Holiday Inn. It is children friendly and has a price range of more than £30.
"name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]"	The Punter is an italian restaurant located in the city centre near Express by Holiday Inn. It is not kid friendly and has a high customer rating and a price range of £20-25.
"name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]"	The Punter is an italian restaurant located in the city centre near Express by Holiday Inn. It is kid friendly and has a high customer rating and a price range of £20-25.
"name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]"	The Punter is an italian restaurant located near Express by Holiday Inn in the riverside area. It has a high customer rating and a price range of £20-25 and is not kid friendly.
"name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]"	The Punter is an italian restaurant near Express by Holiday Inn. It is highly rated by customers. It is kid friendly and has a price range of £20-25.
"name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]"	The Punter is a cheap italian restaurant in the city centre near Express by Holiday Inn. It is not family-friendly and has a customer rating of 5 out of 5.
"name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Punter is a cheap italian restaurant in the city centre near Rainbow Vegetarian Café. It is not family-friendly and has a customer rating of 5 out of 5.
"name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Punter is a family-friendly italian restaurant located near Rainbow Vegetarian Café in the city centre. It has a customer rating of 5 out of 5 and a cheap price range.
"name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Punter is a cheap italian restaurant near Rainbow Vegetarian Café in the riverside area. It has a customer rating of 5 out of 5 and is not family-friendly.
"name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Punter is a family-friendly italian restaurant located near Rainbow Vegetarian Café in the riverside area. It has a customer rating of 5 out of 5 and a cheap price range.
"name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Punter is an italian restaurant located near Rainbow Vegetarian Café in the city centre. It is not family-friendly and has an average customer rating.
"name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Punter is a family-friendly italian restaurant located in the city centre near Rainbow Vegetarian Café. It has an average customer rating and a cheap price range.
"name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Punter is an italian restaurant located near Rainbow Vegetarian Café in the riverside area. It is not family-friendly and has an average customer rating. It is cheap.
"name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Punter is a family friendly italian restaurant located near Rainbow Vegetarian Café in the riverside area. It has an average customer rating and a cheap price range.
"name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Punter is an italian restaurant located near Rainbow Vegetarian Café in the city centre. It is not child friendly and has a customer rating of 1 out of 5.
"name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Punter is a child-friendly italian restaurant located in the city centre near Rainbow Vegetarian Café. It has a customer rating of 1 out of 5 and a high price range.
"name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Punter is an italian restaurant located near Rainbow Vegetarian Café in the riverside area. It is not child friendly and has a customer rating of 1 out of 5.
"name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Punter is an italian restaurant located near Rainbow Vegetarian Café in the riverside area. It is child friendly and has a customer rating of 1 out of 5 and a high price range.
"name[The Vaults], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a pub that serves french food. It is located near Raja Indian Cuisine in the riverside area. It is child friendly and has a high price range.
"name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a french pub in the city centre near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
"name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a family-friendly pub that serves french food. It is located in the city centre near Raja Indian Cuisine. It has a price range of less than £20.
"name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a pub that serves french food. It is located near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a price range of less than £20.
"name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a family-friendly pub that serves french food. It is located near Raja Indian Cuisine in the riverside area. The price range is less than £20.
"name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a pub that serves french food. It is located in the city centre near Raja Indian Cuisine. It is not kid friendly and has a moderate price range.
"name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a pub that serves french food. It is located in the city centre near Raja Indian Cuisine. It is kid friendly and has a moderate price range.
"name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a pub that serves french food. It is located near Raja Indian Cuisine in the riverside area. It is not kid friendly and has a moderate price range.
"name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a pub that serves french food. It is located near Raja Indian Cuisine in the riverside area. It is kids friendly and has a moderate price range.
"name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a french pub in the city centre near Raja Indian Cuisine. It is not child friendly and has a price range of more than £30.
"name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a pub that serves french food. It is located in the city centre near Raja Indian Cuisine. It is children friendly and has a price range of more than £30.
"name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a french pub near Raja Indian Cuisine in the riverside area. It is not child friendly and has a price range of more than £30.
"name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a pub that serves french food. It is located near Raja Indian Cuisine in the riverside area. It is child friendly and has a price range of more than £30.
"name[The Vaults], eatType[pub], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a pub that serves indian food in the riverside area near Raja Indian Cuisine. It is kid friendly and has a price range of £20-25.
"name[The Vaults], eatType[pub], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a family friendly pub that serves indian food. It is located in the riverside area near Raja Indian Cuisine. It has a cheap price range.
"name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a pub that serves indian food in the high price range. It is located in the city centre near Raja Indian Cuisine. It is not children friendly.
"name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a pub that serves indian food in the high price range. It is located in the city centre near Raja Indian Cuisine and is children friendly.
"name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Vaults is an italian pub located near Rainbow Vegetarian Café in the city centre. It is not child friendly and has an average customer rating.
"name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Vaults is an italian pub near Rainbow Vegetarian Café in the city centre. It is children friendly and has a high price range and an average customer rating.
"name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Vaults is an italian pub located near Rainbow Vegetarian Café in the riverside area. It is not child friendly and has an average customer rating.
"name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Vaults is a pub that serves italian food. It is located near Rainbow Vegetarian Café in the riverside area. It is children friendly and has an average customer rating.
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Vaults is an italian pub in the city centre near Rainbow Vegetarian Café. It is not family-friendly and has a low customer rating. It has a price range of less than £20.
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Vaults is a family-friendly pub that serves italian food. It is located in the city centre near Rainbow Vegetarian Café. It has a low customer rating and a price range of less than £20.
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Vaults is an italian pub near Rainbow Vegetarian Café in the riverside area. It is not family-friendly and has a low customer rating and a price range of less than £20.
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Vaults is a family-friendly pub that serves italian food. It is located near Rainbow Vegetarian Café in the riverside area. It has a low customer rating and a price range of less than £20.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Vaults is an italian pub located near Rainbow Vegetarian Café in the city centre. It is not kid friendly and has a customer rating of 1 out of 5.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Vaults is an italian pub in the city centre near Rainbow Vegetarian Café. It is kid friendly and has a moderate price range and a customer rating of 1 out of 5.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Vaults is an italian pub located near Rainbow Vegetarian Café in the riverside area. It is not kid friendly and has a customer rating of 1 out of 5.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Vaults is an italian pub near Rainbow Vegetarian Café in the riverside area. It is kid friendly and has a moderate price range and a customer rating of 1 out of 5.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Vaults is an italian pub located near Rainbow Vegetarian Café in the city centre. It is not kid friendly and has a moderate price range and a customer rating of 3 out of 5.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Vaults is a moderately priced italian pub in the city centre near Rainbow Vegetarian Café. It is kid friendly and has a customer rating of 3 out of 5.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Vaults is an italian pub located near Rainbow Vegetarian Café in the riverside area. It is not kid friendly and has a moderate price range and a customer rating of 3 out of 5.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	"The Vaults is a moderately priced, italian pub, located near Rainbow Vegetarian Café in the riverside area. It has a customer rating of 3 out of 5 and is kid friendly."
"name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Vaults is a highly rated italian pub in the city centre near Rainbow Vegetarian Café. It is not child friendly and has a price range of more than £30.
"name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Vaults is a highly rated italian pub in the city centre near Rainbow Vegetarian Café. It is children friendly and has a price range of more than £30.
"name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Vaults is a highly rated italian pub near Rainbow Vegetarian Café in the riverside area. It is not child friendly and has a price range of more than £30.
"name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Vaults is a pub that serves italian food. It is located near Rainbow Vegetarian Café in the riverside area. It is child friendly and has a high customer rating and a price range of more than £30.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Vaults is a japanese pub in the city centre near Rainbow Vegetarian Café. It is not kid friendly and has a customer rating of 3 out of 5. It has a price range of £20-25.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Vaults is a japanese pub in the city centre near Rainbow Vegetarian Café. It is kid friendly and has a customer rating of 3 out of 5 and a price range of £20-25.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Vaults is a japanese pub near Rainbow Vegetarian Café in the riverside area. It is not kid friendly and has a customer rating of 3 out of 5 and a price range of £20-25.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Vaults is a japanese pub near Rainbow Vegetarian Café in the riverside area. It is kid friendly and has a customer rating of 3 out of 5 and a price range of £20-25.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Vaults is a highly rated pub in the city centre near Rainbow Vegetarian Café. It is not kid friendly and serves japanese food in the £20-25 price range.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Vaults is a highly rated pub in the city centre near Rainbow Vegetarian Café. They serve japanese food and is kid friendly. The price range is £20-25.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Vaults is a pub that serves japanese food. It is located near Rainbow Vegetarian Café in the riverside area. It has a high customer rating and a price range of £20-25 and is not child friendly.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a pub that serves japanese food. It is located near Raja Indian Cuisine in the riverside area. It has a high customer rating and a price range of £20-25 and is not child friendly.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	"The Vaults is a highly rated, kid friendly pub serving japanese food. It is located near Raja Indian Cuisine in the riverside area and has a price range of £20-25."
"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a cheap pub in the city centre near Raja Indian Cuisine. It is not family-friendly and has a customer rating of 5 out of 5.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a family-friendly pub that serves japanese food. It is located in the city centre near Raja Indian Cuisine. It has a customer rating of 5 out of 5 and a cheap price range.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a cheap japanese pub near Raja Indian Cuisine in the riverside area. It has a customer rating of 5 out of 5 and is not family-friendly.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a cheap pub near Raja Indian Cuisine. It is a family friendly pub with a 5 out of 5 rating.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a japanese pub near Raja Indian Cuisine in the city centre. It is not child friendly and has a customer rating of 3 out of 5 and a high price range.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a pub that serves japanese food. It is located near Raja Indian Cuisine in the city centre. It has a customer rating of 3 out of 5 and is child friendly. It is in the high price range.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a pub that serves japanese food. It is located near Raja Indian Cuisine in the riverside area. It is not child friendly and has a customer rating of 3 out of 5.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a pub that serves japanese food. It is located near Raja Indian Cuisine in the riverside area. It is child friendly and has a customer rating of 3 out of 5.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a pub that serves japanese food. It is located near Raja Indian Cuisine in the city centre. It is not family-friendly and has an average customer rating. It has a price range of less than £20.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a family-friendly pub that serves japanese food. It is located near Raja Indian Cuisine in the city centre. It has an average customer rating and a price range of less than £20.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a pub that serves japanese food. It is located near Raja Indian Cuisine in the riverside area. It is not family-friendly and has an average customer rating. It has a price range of less than £20.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a family-friendly pub that serves japanese food. It is located near Raja Indian Cuisine in the riverside area. It has an average customer rating and a price range of less than £20.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a pub that serves japanese food. It is located near Raja Indian Cuisine in the city centre. It is not family-friendly and has a low customer rating.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a family-friendly pub that serves japanese food. It is located in the city centre near Raja Indian Cuisine. It has a low customer rating and a price range of less than £20.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a pub that serves japanese food. It is located near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a low customer rating.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a family friendly pub that serves japanese food. It is located near Raja Indian Cuisine in the riverside area. It has a low customer rating and a price range of less than £20.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a pub that serves japanese food. It is located near Raja Indian Cuisine in the city centre. It has a moderate price range and a customer rating of 1 out of 5.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a pub that serves japanese food. It is located in the city centre near Raja Indian Cuisine. It is kid friendly and has a customer rating of 1 out of 5.
"name[The Vaults], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a french restaurant located near Raja Indian Cuisine in the riverside area. It is child friendly and has a high price range.
"name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a french restaurant located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
"name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a family-friendly french restaurant located in the city centre near Raja Indian Cuisine. It has a price range of less than £20.
"name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a french restaurant located near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a price range of less than £20.
"name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a family-friendly restaurant that serves french food. It is located near Raja Indian Cuisine in the riverside area. The price range is less than £20.
"name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a french restaurant located in the city centre near Raja Indian Cuisine. It is not kid friendly and has a moderate price range.
